Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²)
,,515,24.0232372161991,0,0,-0.0272394166666681,-0.960690437563239,0,0,55.7983411789983,22.2995060209627,-0.0642491763157509,23.9058203904831,24.4065732786173,-0.00156810222984118,-0.0553044448699012,2.49124550044329,87.8622240404632,0,0,0.0414583333394061,98.7956991530403,108.346293551453
,,516,24.0306423582086,14.1639203993567,-31.610155667049,0.0481056666666664,1.69660953187086,0,0,55.8223681187855,22.3161184435313,-0.0622703654617234,23.9212284088537,24.4197637275021,-0.0015206276118005,-0.0536300914086371,2.49124550044329,87.8622240404632,0,0,0.0414710551068805,98.8371638472635,108.182883951135
,,517,23.9936816842098,0,0,-0.00641699999999916,-0.2263172744586,0,0,55.8463802808067,22.4011869524206,-0.0777472072761161,24.0080391243954,24.5092359667062,-0.00190552464888275,-0.0672047911717129,2.49124550044329,87.8622240404632,0,0,0.0414065663253871,98.8786026579796,108.020077912585
,,518,23.8923297002217,0,0,-0.00955783333333319,-0.337089417131029,0,0,55.8703232864989,22.4545603072682,-0.0470420668173523,24.0647959418881,24.5680134523371,-0.00115573013039445,-0.0407607438243088,2.49124550044329,87.8622240404632,0,0,0.0412307985562924,98.9199213404204,107.857766962353
,,519,23.8428201339375,10.6457995563614,-34.410164292702,0.0635029166666675,2.23964578777835,0,0,55.894190861416,22.4358658968995,-0.0890177459380136,24.0450150385204,24.5473054000647,-0.00218514579556579,-0.0770665795149112,2.49124550044329,87.8622240404632,0,0,0.0411451994807489,98.961109339439,107.695936149164
,,520,23.8301692574661,0,0,-0.0253187499999991,-0.892951611765504,0,0,55.9180273561117,22.3836654087616,-0.104621192048809,23.987866455301,24.4883543914626,-0.00256200082774851,-0.0903576506929715,2.49124550044329,87.8622240404632,0,0,0.0411236009916947,99.0022437396752,107.534667992522
,,521,23.9851411442077,19.2610704864408,-21.8388207516792,0.0353082499999996,1.24526521831134,0,0,55.9419350113125,22.3992175694979,-0.0314695271588754,24.0012353219585,24.5027686279677,-0.000771090542805469,-0.0271951238910019,2.49124550044329,87.8622240404632,0,0,0.0413917924896868,99.0435014364159,107.374155491963
,,522,23.7744957424913,14.3478882768667,-52.6416757370883,0.0469826666666665,1.65700312713079,0,0,55.9658148297559,22.3747941715939,-0.101054140393502,23.9740515049601,24.474467788253,-0.00247324630393036,-0.0872274213137605,2.49124550044329,87.8622240404632,0,0,0.0410272745136975,99.0847109699176,107.214204654705
,,523,23.6788444108826,0,-249.119693882563,0.00406758333333279,0.143457125390872,0,0,55.9895414998325,22.3310163272076,-0.0414836849466129,23.9257535883229,24.4268346976832,-0.00101331511484168,-0.0357379951626466,2.49124550044329,87.8622240404632,0,0,0.040861944311746,99.1256555793303,107.054572657424
,,524,23.7315146229813,11.0947149272041,-24.8093423227284,0.0606490000000006,2.13899273471117,0,0,56.0132466793495,22.340380458382,-0.0615740182344091,23.9355966821521,24.4366348936819,-0.00150466180253117,-0.0530670029812784,2.49124550044329,87.8622240404632,0,0,0.0409530678544063,99.1665630854133,106.895508930056
,,525,23.6990032137978,0,0,-0.033784583333333,-1.19152794432295,0,0,56.0369619382679,22.340756233868,-0.0719310040301451,23.9346709248767,24.4343259435896,-0.00175758559792223,-0.0619872186612903,2.49124550044329,87.8622240404632,0,0,0.0408967850987613,99.2074880118899,106.737070358605
,,526,23.8447335855303,26.9889554637737,-50.1994627380962,0.0250507499999998,0.883499682584462,0,0,56.0607338066675,22.4066069615716,-0.0513187497612044,24.0024918094916,24.5043808946612,-0.00125753419118636,-0.0443512093950185,2.49124550044329,87.8622240404632,0,0,0.0411486809668161,99.2485107449227,106.579341837771
,,527,23.8982778761245,10.6158407792487,-37.5735099208347,0.0638302499999992,2.25119030824572,0,0,56.0846053123984,22.4383640641496,-0.0977452329108269,24.0340965651592,24.5365063870923,-0.00239832653162433,-0.0845851213805576,2.49124550044329,87.8622240404632,0,0,0.0412411894253295,99.2897056801188,106.422400972293
,,528,23.8130958399167,0,0,-0.0397682499999995,-1.40256224871269,0,0,56.1084609992564,22.4390016188358,-0.0793886109582475,24.0314121769462,24.5336456732033,-0.00194769205173743,-0.068691967684892,2.49124550044329,87.8622240404632,0,0,0.0410937254686074,99.3308731375658,106.266024619804
,,529,23.6907396181478,10.6676143668899,-26.1323867982703,0.0629688333333331,2.22080952716841,0,0,56.1322129169854,22.4231519126864,-0.0671342264945934,24.0100569521715,24.5109833660629,-0.00164552590890248,-0.0580350535692487,2.49124550044329,87.8622240404632,0,0,0.0408820083888183,99.3718610044945,106.110043321333
,,530,23.7515747690812,19.2167370411689,-75.2964456832103,0.0350450833333339,1.23598375302722,0,0,56.155934074179,22.3778047123957,-0.107882627794107,23.9580156722322,24.4596397735883,-0.00263877021367196,-0.0930651835251449,2.49124550044329,87.8622240404632,0,0,0.0409875785010661,99.4127957979394,105.954592592791
,,531,23.6555512799067,0,0,-0.0137149166666668,-0.483703063647697,0,0,56.1796376372035,22.2991614006691,-0.0338980027491998,23.872366787788,24.3712809437179,-0.000826137748431672,-0.0291365503432204,2.49124550044329,87.8622240404632,0,0,0.0408218048094338,99.4537004895947,105.799694232022
,,532,23.810380733745,7.14096090081401,-18.2663377040724,0.0945418333333328,3.33433848251862,0,0,56.2033706032104,22.3759094516949,-0.0706214264516337,23.9537691521417,24.4533867637395,-0.00172693305482878,-0.0609061527413693,2.49124550044329,87.8622240404632,0,0,0.0410893893420151,99.4946560866704,105.645433464681
,,533,23.9824108878407,0,0,-0.0244018333333322,-0.860613434906265,0,0,56.2272669990211,22.4771339162333,-0.0995760918179302,24.0606678041529,24.5631183677168,-0.00244589932991846,-0.0862629375015328,2.49124550044329,87.8622240404632,0,0,0.041386611074058,99.5358940868784,105.492058159514
,,534,23.8572727884988,0,0,-0.0172805000000008,-0.609455456020342,0,0,56.2511868408593,22.4308895398886,-0.0321051637217186,24.0079899367198,24.509343249579,-0.000786876477739531,-0.0277518684397098,2.49124550044329,87.8622240404632,0,0,0.0411702474901808,99.5771725161606,105.339301200111
,,535,23.8259043826934,9.23050227486007,-38.5767499120561,0.0731877499999998,2.58121429075262,0,0,56.2750284294449,22.4603843909898,-0.115062471917242,24.0367604060354,24.5375010751268,-0.00282334552837607,-0.099574858163789,2.49124550044329,87.8622240404632,0,0,0.0411157753147753,99.618315527563,105.186969027
,,536,23.6118058957945,0,0,-0.0322450000000008,-1.13722931508785,0,0,56.2987472845842,22.4296789514071,-0.0515502292383236,24.0023757393936,24.5031304290858,-0.00126314199067592,-0.0445489874682908,2.49124550044329,87.8622240404632,0,0,0.0407453345060301,99.6592460824734,105.034976277209
,,537,23.5605988573514,17.5652506130098,-21.5438379906962,0.0380317500000003,1.34131868519434,0,0,56.3223334869607,22.3777834835112,-0.033515169541572,23.9472216904681,24.4471345874098,-0.000819349860502667,-0.0288971524477205,2.49124550044329,87.8622240404632,0,0,0.0406569883161275,99.6999472438845,104.883302582795
,,538,23.6386253541072,18.3730277468392,-88.9183290753052,0.0364800833333342,1.28659389621691,0,0,56.3459330990665,22.4018195225122,-0.132563463258116,23.9712943297078,24.4693973347093,-0.00324374805452797,-0.114401779450094,2.49124550044329,87.8622240404632,0,0,0.0407919177741558,99.7406716969297,104.732217656257
,,539,23.6391750874193,0,0,-0.0273940833333342,-0.96614528226473,0,0,56.3695719992872,22.4336615155103,-0.0612309396706698,24.0031440289494,24.5027172609513,-0.00150032440237279,-0.0529140298502078,2.49124550044329,87.8622240404632,0,0,0.0407926884879758,99.7814640000607,104.581766232444
,,540,23.6266261407862,11.5861015580664,-25.0110008014658,0.0578200833333327,2.03922139145562,0,0,56.3932048999013,22.4719396620211,-0.0589212599612848,24.0442274085989,24.5435713958088,-0.0014461381505908,-0.0510029678560627,2.49124550044329,87.8622240404632,0,0,0.0407707494618819,99.8222457190357,104.431860925743
,,541,23.5447676979725,26.109882047512,-104.890709147554,0.0255684166666669,0.90175695375139,0,0,56.4167905968207,22.4443215468548,-0.109408972376908,24.0130246781927,24.512517553934,-0.00268188935594683,-0.0945859263577215,2.49124550044329,87.8622240404632,0,0,0.0406292092091784,99.8629456983712,104.282422544955
,,542,23.4624402741539,0,0,-0.0160002499999997,-0.564303096564847,0,0,56.4402942008068,22.4161318696545,-0.0255591616708929,23.9809606702886,24.4792549716094,-0.000625669235402372,-0.022066348148493,2.49124550044329,87.8622240404632,0,0,0.0404868616498382,99.9035037338007,104.13338413433
,,543,23.5480094357767,10.2814286358703,-33.6820115217637,0.0649404166666667,2.29034410194917,0,0,56.4637994256617,22.3845385500581,-0.0894893469729124,23.9453238755124,24.4422820858988,-0.0021873238623948,-0.0771433964306553,2.49124550044329,87.8622240404632,0,0,0.0406351576845526,99.9440647434679,103.984897653152
,,544,23.5140480864717,48.5335361476157,-176.17057960849,0.0137372499999997,0.484490724412771,0,0,56.4873304544229,22.3648635509951,-0.0991127751985659,23.9240870453889,24.4176322363911,-0.00242009929472668,-0.0853530117347352,2.49124550044329,87.8622240404632,0,0,0.0405764817056643,99.984670563163,103.837004511807
,,545,23.5003494102187,56.5200421720942,-59.9878776637681,0.0117892499999996,0.415787895887693,0,0,56.5108376531712,22.3611953562018,-0.0289702524243972,23.9166808788493,24.4116646409329,-0.000707212086747556,-0.0249422334325864,2.49124550044329,87.8622240404632,0,0,0.0405527900523179,100.025235199042,103.689610372791
,,546,23.3011848196362,17.2567106182746,-58.0621802726437,0.0382855000000008,1.35026803978277,0,0,56.5342384202861,22.2514308827584,-0.0915042855222453,23.7994069936124,24.293284081082,-0.00222293960282835,-0.0783995063422567,2.49124550044329,87.8622240404632,0,0,0.0402086582857751,100.065615923211,103.542561209315
,,547,23.3486018894841,0,0,-0.0283896666666673,-1.001257905998,0,0,56.5575633136407,22.2761675991756,-0.0279516608406734,23.8246031291698,24.3191554005779,-0.000679760783688587,-0.0239740701025812,2.49124550044329,87.8622240404632,0,0,0.0402905966549752,100.105865550681,103.395910993859
,,548,23.1524914521389,13.5108615838055,-38.2970569944504,0.0485880000000004,1.71362065317064,0,0,56.5808138603115,22.3240579007914,-0.0763608441179941,23.8745581627924,24.3682141906533,-0.00186077740524637,-0.0656266278213433,2.49124550044329,87.8622240404632,0,0,0.0399508813744861,100.145986289696,103.249660329036
,,549,23.2693304580096,25.3940873172235,-99.6782863653108,0.025981583333334,0.916328677905553,0,0,56.6040247712666,22.4110830069967,-0.105870307322868,23.9649624375567,24.4620023235246,-0.00258979970372426,-0.0913380723610163,2.49124550044329,87.8622240404632,0,0,0.0401526344350784,100.186038047601,103.103870257316
,,550,23.3285808191261,0,0,-0.0290780000000006,-1.02553431614589,0,0,56.6273237269051,22.4491168590922,-0.0271833173827191,24.0043621328636,24.5033896664994,-0.000666083418256892,-0.0234916914106261,2.49124550044329,87.8622240404632,0,0,0.0402549794114434,100.226241854524,102.958770412555
,,551,23.4102635394041,11.6046541442381,-28.6330532449327,0.0571989999999989,2.0173167807011,0,0,56.6506931490844,22.4863153734752,-0.0667308514226115,24.04432871421,24.5431007943339,-0.00163778201255687,-0.0577619387937107,2.49124550044329,87.8622240404632,0,0,0.0403961570866776,100.266567422773,102.814325134454
,,552,23.3328617741532,57.5261912737925,-174.160211438455,0.0115005000000015,0.405604147563008,0,0,56.6740647117412,22.4851153149426,-0.0816094142857523,24.0440004702352,24.5428732601246,-0.00200292951164822,-0.0706401040998879,2.49124550044329,87.8622240404632,0,0,0.0402621908585496,100.306896596746,102.670407086488
,,553,23.317505448275,51.8714259154256,-39.7946432223272,0.0127458333333338,0.4495250523148,0,0,56.6973898953524,22.4479660417481,-0.0207023903574403,24.0019239668207,24.500353887346,-0.000507215890071265,-0.0178886890763654,2.49124550044329,87.8622240404632,0,0,0.0402358157148296,100.347145600033,102.526925669715
,,554,23.2441947480608,10.22055844913,-24.6144451095362,0.0644843333333334,2.27425877595166,0,0,56.7206707454506,22.4091753343403,-0.0649060229355055,23.9570851694989,24.4545268909105,-0.00158724608325837,-0.0559796178055432,2.49124550044329,87.8622240404632,0,0,0.0401091385524502,100.387318077166,102.383882212005
,,555,23.2849157730426,0,-463.196667112297,0.00509133333333311,0.179563142178638,0,0,56.7439353007111,22.4165916769152,-0.0964045132379027,23.9639348012679,24.4624297343628,-0.00235828863115764,-0.0831730489933569,2.49124550044329,87.8622240404632,0,0,0.0401795801895602,100.427462436537,102.241324866146
,,556,23.2741310284473,48.5267086683313,-32.8446267209938,0.0135989999999991,0.479614869154232,0,0,56.7672148241119,22.4781962013396,-0.0182096824965171,24.0296007482286,24.5283836697425,-0.000446654078778766,-0.0157527713472091,2.49124550044329,87.8622240404632,0,0,0.0401605749130274,100.467632514088,102.099307237611
,,557,23.0257423631066,20.1963909205704,-75.6367202715874,0.0323261666666671,1.14009193294305,0,0,56.7903647608076,22.4238186243135,-0.0999377529260591,23.9691209745207,24.4656814270022,-0.00244504522561942,-0.0862328146159066,2.49124550044329,87.8622240404632,0,0,0.0397309613457175,100.507578282218,101.957566895525
,,558,23.046167741391,50.0460320241573,-128.442996159578,0.0130569999999996,0.460499400437313,0,0,56.8134007158599,22.4416494991401,-0.0684891869070693,23.9871004366799,24.4867880112393,-0.00167708020085555,-0.0591479227218576,2.49124550044329,87.8622240404632,0,0,0.0397662164736175,100.547326871128,101.816130315161
,,559,22.9127081421022,19.4359273320335,-25.2639205994303,0.0334260833333335,1.17888422562367,0,0,56.8363801538016,22.4263222584626,-0.0345093265634699,23.9704636899711,24.4708894486861,-0.000844473915283278,-0.0297832374720772,2.49124550044329,87.8622240404632,0,0,0.0395353172443801,100.586977637987,101.675098665119
,,560,22.9359960314267,0,0,-0.000412083333332832,-0.0145335167289565,0,0,56.8593045058884,22.4365607599907,-0.141484286105784,23.9812800995511,24.4803461539302,-0.00346358429921131,-0.122155050405985,2.49124550044329,87.8622240404632,0,0,0.0395755669099352,100.626533080064,101.534472331944
,,561,23.1209209227732,56.3612513496455,-116.667242268202,0.0116315833333327,0.410227246008771,0,0,56.8823329643655,22.4815265467245,-0.0553281036242359,24.0271138129199,24.5268617903303,-0.00135702475071271,-0.0478600814951226,2.49124550044329,87.8622240404632,0,0,0.0398953808452085,100.666268553941,101.394532913308
,,562,23.0598932545393,13.8920351990486,-41.1511692232347,0.0470658333333323,1.65993628177091,0,0,56.9054233714542,22.4344681653143,-0.0791353668041325,23.9745334555313,24.4746963380648,-0.00193681407213252,-0.0683083188309417,2.49124550044329,87.8622240404632,0,0,0.0397900106703076,100.706111249699,101.255201728566
,,563,22.9444584300463,0,-501.36243582649,0.00674183333333511,0.23777362394495,0,0,56.9284255472965,22.3738988540502,-0.138486683903773,23.9113266092232,24.4074151149851,-0.00338010198193712,-0.119210763276332,2.49124550044329,87.8622240404632,0,0,0.0395905484852129,100.745801529277,101.116208787383
,,564,22.5743438835142,39.7888290968139,-41.3021800743556,0.0160867499999998,0.567353812513218,0,0,56.9511849484532,22.2720735864912,-0.0273481260124341,23.7996666488484,24.2948217003624,-0.000664417845311131,-0.0234329493302931,2.49124550044329,87.8622240404632,0,0,0.0389505420881559,100.785072074563,100.977278277399
,,565,22.61876730501,39.3928817239311,-184.105731671222,0.0162804166666651,0.574184124520882,0,0,56.9737815040475,22.3319285985507,-0.123053540874026,23.8607183837094,24.357836442896,-0.00299731802232873,-0.105710588358917,2.49124550044329,87.8622240404632,0,0,0.0390271077355447,100.824060899475,100.838551334597
,,566,22.6615031387227,0,-654.653715454837,0.00331725000000086,0.116994074910096,0,0,56.9964216392694,22.4067211910765,-0.0888788182302962,23.9354288315678,24.4338311516036,-0.00217165003759312,-0.0765906058260959,2.49124550044329,87.8622240404632,0,0,0.0391006748749543,100.863124790781,100.700391588815
,,567,22.8026453120625,24.9411057209306,-11.0682659701424,0.0259229166666672,0.914259598880834,0,0,57.0191537134948,22.4710157736825,-0.0117111836269091,24.0004197291073,24.4998068110931,-0.00028692173638851,-0.0101192684061688,2.49124550044329,87.8622240404632,0,0,0.0393445993341903,100.902347427885,100.562881328915
,,568,22.785468886093,16.6413953655541,-64.3663163839259,0.0388224166666669,1.36920422750465,0,0,57.0419477705938,22.4346250007624,-0.10216381788873,23.9614251145549,24.4593047283811,-0.00249885595395528,-0.0881306325017733,2.49124550044329,87.8622240404632,0,0,0.0393150649061394,100.941677260005,100.425964384848
,,569,22.7178646370666,22.2204884869737,-54.3633055200855,0.0289886666666668,1.02238367308552,0,0,57.0646994373554,22.4526769922867,-0.0643829879657916,23.9784806108525,24.4772694218114,-0.00157591974261992,-0.0555801559786952,2.49124550044329,87.8622240404632,0,0,0.03919797336853,100.980933779143,100.289454195704
,,570,22.6293249152379,66.7908512717865,-96.3952828306018,0.00960658333333283,0.338808751263766,0,0,57.0873730321316,22.4683774803914,-0.0378160911425482,23.9910493376032,24.4877058805915,-0.000926029317452363,-0.0326595654035538,2.49124550044329,87.8622240404632,0,0,0.0390446675099635,101.020055099582,100.153286021283
